"Permit Number","Applied","Approved","Issued Date","Finaled","Expired","Permit Type","Permit Sub Type","Status","Subdivision","Address","Description","Job Value","CO Issued Date","Contractor Name","RECORDID"
"CMIS20-00079","08/21/2020","08/21/2020","08/27/2020","08/28/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","A REPLAT OF CLUB CREST CONDOMI...","7805 ALLISON WAY 103","REPLACE PANEL (125 AMPS) IN UN...","317.79","","CREATIVE ELECTRIC INC","DRO:2008210921030553"
"CMIS20-00080","08/21/2020","08/21/2020","08/27/2020","08/28/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","A REPLAT OF CLUB CREST CONDOMI...","7805 ALLISON WAY 202","REPLACE PANEL (125 AMPS) IN UN...","317.79","","CREATIVE ELECTRIC INC","DRO:2008210925090593"
"CMIS20-00081","08/21/2020","08/21/2020","08/27/2020","09/18/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","A REPLAT OF CLUB CREST CONDOMI...","7805 ALLISON WAY 203","REPLACE PANEL (125 AMPS) IN UN...","317.79","","CREATIVE ELECTRIC INC","DRO:2008210927560611"
"CMIS20-00082","08/21/2020","08/21/2020","08/27/2020","09/18/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","A REPLAT OF CLUB CREST CONDOMI...","7805 ALLISON WAY 204","REPLACE PANEL (125 AMPS) IN UN...","317.79","","CREATIVE ELECTRIC INC","DRO:2008210929290639"
"CMIS20-00076","08/18/2020","08/19/2020","08/19/2020","","03/01/2021","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","RALSTON ROAD RETAIL - A MINOR ...","12006 RALSTON RD","Reconnect/ rewiring  2 RTU uni...","6550","","YK ELECTRIC","ECON:200818103806281"
"APLT20-00001","08/17/2020","10/29/2020","10/29/2020","06/27/2022","","ASPHALT PATCH","","PENDING WARRANTY","SPRY CENTER","9835 W 72ND AVE","#2019-0132 BROWN'S GREENHOUSE ...","4750","","APEX PAVEMENT SOLUTIONS, LLC","EW:2008170250141874"
"ADU20-00023","08/14/2020","09/08/2020","09/20/2020","05/10/2023","","ADU","B","CO ISSUED","WOODLAND HILLS","12337 W 67TH AVE B","Basement Remodel","38000","05/10/2023","NEW ERA CONSTRUCTION INC","ECON:200814124628455"
"CMIS20-00075","08/14/2020","08/14/2020","08/14/2020","08/17/2020","02/13/2021","COMMERCIAL ELECTRICAL","METER HOUSING ONLY","FINALED","","5307 W 80TH AVE","METER HOUSING FOR TRAFFIC CABI...","500","","WL CONTRACTORS, INC.","AH:2008140933370332"
"20-00004","07/29/2020","07/29/2020","08/03/2020","","","FENCE","RESIDENTIAL 6 FT OR LESS","ISSUED","HILLSIDE COTTAGES AMENDMENT NO...","6866 BRENTWOOD CT","4' Ornamental Fence installati...","3985","","Highlands Landscaping & Fencin...","EPRS:200729030112476"
"CMIS20-00070","07/29/2020","08/03/2020","08/17/2020","08/28/2020","","COMMMISC","PLUMBING","FINALED","RIDGE PARK SUBDIVISION","5351 EVERETT ST 16","PLUMBING REMODEL OF KITCHEN AN...","3500","","ACTION PLUMBING HEATING","DRO:2007291121080705"
"CMIS20-00071","07/29/2020","08/03/2020","08/05/2020","08/21/2020","","COMMMISC","PLUMBING","FINALED","RIDGE PARK SUBDIVISION","5351 EVERETT ST 20","PLUMBING REMODEL OF KITCHEN AN...","3500","","ACTION PLUMBING HEATING","DRO:2007291136580796"
"CMIS20-00069","07/28/2020","07/28/2020","07/29/2020","","02/02/2021","COMMERCIAL MECHANICAL","GAS SERVICE","EXPIRED","RALSTON ROAD RETAIL - A MINOR ...","12006 RALSTON RD","Package Heat & AC Replacement","20000","","DCS HVAC LLC","ECON:200728093158640"
"BKFL20-00004","07/22/2020","07/22/2020","08/11/2020","","02/08/2021","BACKFLOW DEVICE","RESIDENTIAL","EXPIRED","POMONA LAKES FILING NO. 1","8205 YARROW ST","NEW SPIGOT AND BACKFLOW PREVEN...","250","","CHERRY DONALD R","DRO:2007220154591334"
"CMIS20-00067","07/22/2020","07/22/2020","07/22/2020","09/17/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","14950 W 64TH AVE C","NEW OR REPLACE SERVICE CHANGE","5400","","SO CONTRUCTORS LLC","ECON:200722090444404"
"CMIS20-00068","07/22/2020","07/22/2020","07/22/2020","","01/18/2021","COMMMISC","PLUMBING","EXPIRED","","14717 W 87TH PKWY","1"" IRRIGATION METER","0","","WANER CONSTRUCTION CO INC","DRO:2007221107310720"
"CHG20-00004","07/21/2020","07/28/2020","07/28/2020","07/28/2020","","CHANGE OF USE","","CO ISSUED","ARBOR VILLAGE CENTER","8770 WADSWORTH BLVD Q","ROOSTERS INCREASE OCCUPANT LOA...","0","","","DMCP:200721080503080"
"BKFL20-00003","07/20/2020","07/21/2020","07/23/2020","07/27/2020","","BACKFLOW DEVICE","COMMERCIAL","FINALED","ARVADA TECHNOLOGICAL CENTER","6250 JOYCE DR","irrigation backflow","375","","B&L PLUMBING","ECON:200720051003679"
"CMIS20-00065","07/10/2020","07/10/2020","07/12/2020","","02/20/2021","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","14624 W 72ND AVE","60 amp 120v/240 1 phase servic...","750","","VENTURA ELECTRIC INC","ECON:200710041053524"
"CMIS20-00066","07/10/2020","07/10/2020","07/12/2020","","02/20/2021","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","7018 INDIANA ST","60 amp 120/240V service/120V 2...","750","","VENTURA ELECTRIC INC","ECON:200710042512683"
"CMIS20-00064","07/08/2020","07/14/2020","10/29/2020","01/04/2021","","COMMMISC","MECHANICAL","FINALED","COLUMBINE PROFESSIONAL PLAZA M...","6890 W 52ND AVE","REPLACE (2) RTU'S UNITS LIKE F...","120916","","DESIGN MECHANICAL INC","DRO:2007080330452181"
"CMIS20-00062","07/06/2020","07/06/2020","07/08/2020","07/22/2020","","COMMMISC","MECHANICAL","FINALED","ARVADA SENIOR APARTMENTS","9555 W 59TH AVE","1,125,000 BTU BOILER REPLACEME...","5566","","FRONTIER MECHANICAL INC","AH:2007061227521081"
"CMIS20-00061","07/02/2020","07/02/2020","07/03/2020","07/06/2020","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","7211 ZINNIA ST","Replace bad underground conduc...","1000","","RADIANT LIGHTING SERVICES INC","ECON:200702121621163"
"CMIS20-00057","06/30/2020","06/30/2020","07/10/2020","","01/06/2021","COMMMISC","PLUMBING","EXPIRED","ARVADA WATER TOWER DISTRICT","7703 W 55TH AVE 115","50 GAL WATER HEATER","1000","","MASTER ROOTER PLUMBING LLC","AH:2006300903532558"
"CMIS20-00058","06/30/2020","06/30/2020","07/10/2020","","01/06/2021","COMMMISC","PLUMBING","EXPIRED","ARVADA WATER TOWER DISTRICT","7628 W 54TH AVE 201","50 GAL WATER HEATER","1000","","MASTER ROOTER PLUMBING LLC","AH:2006300917412610"
"CMIS20-00059","06/30/2020","06/30/2020","07/10/2020","","01/06/2021","COMMMISC","PLUMBING","EXPIRED","ARVADA WATER TOWER DISTRICT","7733 W 55TH AVE 117","50 GAL WATER HEATER","1000","","MASTER ROOTER PLUMBING LLC","AH:2006300922552654"
"CMIS20-00060","06/30/2020","07/02/2020","07/10/2020","","01/06/2021","COMMMISC","PLUMBING","EXPIRED","CREEKSIDE A PLANNED UNIT DEVEL...","5901 PIERCE ST","100 GAL, 199,000 BOILER REPLAC...","10500","","MASTER ROOTER PLUMBING LLC","AH:2006300930312693"
"CMIS20-00056","06/26/2020","06/30/2020","07/01/2020","08/03/2020","01/30/2021","COMMERCIAL ELECTRICAL","CONSTRUCTION METER","FINALED","","19783 STATE HWY 72","Meter for traffic signal light...","500","","WL CONTRACTORS, INC.","ECON:200626114711722"
"CHG20-00003","06/22/2020","06/29/2020","06/29/2020","06/29/2020","","CHANGE OF USE","","CO ISSUED","RENO PARK","5613 WADSWORTH BLVD","SPACE FOR IN PERSON NUTRITION ...","0","","","DRO:2006220108051232"
"CMIS20-00053","06/17/2020","07/06/2020","08/06/2020","06/07/2021","","COMMMISC","MECHANICAL","FINALED","","6901 WADSWORTH BLVD","REPLACE BOILER,ROOFTOP UNIT,RE...","1023000","","BRACONIER PLUMBING & HTG CO","DRO:2006171009440566"
"CMIS20-00054","06/17/2020","06/17/2020","06/22/2020","06/26/2020","12/23/2020","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","BOYD PONDS","6396 NOBLE CT","TEMPORARY CIRCUIT FROM POND TO...","3100","","PROFESSIONAL POWER INC","DRO:2006170259461720"
"CMIS20-00052","06/15/2020","06/15/2020","06/16/2020","","12/13/2020","COMMMISC","MECHANICAL","EXPIRED","MAP OF NEWELLS ADDITION","5727 ALLISON ST","FURANCE 100K AND AC 2.5 TON","8795","","COFFMAN & COMPANY HEATING AND ...","DRO:2006151253241595"
"BKFL20-00002","06/10/2020","06/10/2020","06/12/2020","09/01/2020","","BACKFLOW DEVICE","RESIDENTIAL","FINALED","ARVADA WEST FILING NO. 2","6149 IRIS WAY","Install sprinkler tap and back...","700","","GOOD PLUMBING SERVICE CO","ECON:200610100904895"
"CMIS20-00050","06/04/2020","06/05/2020","06/11/2020","","12/08/2020","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","WESTERN AUTO SUBDIVISION FILIN...","5455 WADSWORTH BYP","Small tenant improvement","8000","","ONSITE ELECTRIC INC","ECON:200604125439106"
"CMIS20-00049","06/02/2020","06/23/2020","06/23/2020","10/07/2020","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","LANDSDALE GARDENS","5555 W 56TH AVE","Waste Water Facility: Lighting...","41000","","Northwest Edison","ECON:200602123951586"
"ADU20-00018","05/21/2020","05/21/2020","05/22/2020","05/06/2022","","ADU C","","FINALED","WEST WOODS RANCH PHASE II - TR...","15835 W 71ST PL","Residential Remodel and Baseme...","75000","","GIE NATALIE","ECON:200521093239797"
"ADU20-00019","05/21/2020","06/12/2020","06/13/2020","09/15/2020","03/14/2021","ADU","B","FINALED","WANDA-ROSE","6067 KLINE ST B","Remodel home to add ADU in bas...","40000","","5280 HOME BUILDERS LLC","ECON:200521044431261"
"ADU20-00017","05/18/2020","05/20/2020","06/04/2020","08/28/2020","02/24/2021","ADU C","","FINALED","WYNDHAM PARK FILING NO. 7","6032 DEVINNEY WAY","Basement finish with 3/4 bathr...","24100","","DENVER HOME CONCEPTS","ECON:200518034121960"
"CMIS20-00046","05/12/2020","05/12/2020","06/19/2020","06/02/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","EAGLE SUBDIVISION AMENDMENT NO...","5405 WADSWORTH BYP","RETOFIT OF LIGHTING-FROM FLUOR...","70000","","RELIABLE RELAMPING","DRO:2005121001430506"
"CMIS20-00045","05/11/2020","05/18/2020","05/18/2020","05/20/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","7525 W 62ND AVE 12","No new circuity or increase in...","1300","","MCBRIDE LIGHTING & ELECTRIC","ECON:200511115751820"
"CMIS20-00043","05/06/2020","05/12/2020","05/12/2020","05/18/2020","","COMMERCIAL ELECTRICAL","CONSTRUCTION METER","FINALED","","5219 ALLISON ST","COMCAST METER - 40 AMP SERVICE","900","","B-TEC INC","AH:2005060852190300"
"CMIS20-00044","05/06/2020","09/24/2020","09/25/2020","","06/15/2021","COMMERCIAL MECHANICAL","GAS SERVICE","EXPIRED","First Addition to RENO PARK","5700 YUKON ST","Replace RTU's","20000","","TRADEWINDS HEATING AND COOLING...","ECON:200506114905621"
"CMIS20-00041","04/27/2020","04/28/2020","04/28/2020","","10/25/2020","COMMERCIAL ELECTRICAL","CONSTRUCTION METER","EXPIRED","SHERIDAN PLAZA INDUSTRIAL PARK...","5789 SHERIDAN FRONTAGE RD 2","Disconnect temp power","100","","SECHLER ELECTRIC CO","ECON:200427015228101"
"CMIS20-00040","04/22/2020","04/23/2020","04/27/2020","","11/24/2020","COMMERCIAL MECHANICAL","GAS SERVICE","EXPIRED","PARKWAY CENTER SUBDIVISION FIN...","6542 FIG ST","Installation on (1) new conden...","38650","","TOLIN MECHANICAL SYSTEMS CO","ECON:200422124028102"
"BKFL20-00001","04/21/2020","04/21/2020","04/24/2020","","10/21/2020","BACKFLOW DEVICE","COMMERCIAL","EXPIRED","Amended Plat of GOURMET SQUARE...","7985 ALLISON WAY A","Installation of 1"" RP Back-flo...","3800","","BELL PLUMBING AND HEATING","ECON:200421082024498"
"CMIS20-00039","04/15/2020","04/15/2020","04/15/2020","","10/13/2020","COMMMISC","PLUMBING","EXPIRED","REPLAT OF TRACT A POMONA LAKES...","8001 WADSWORTH BLVD","100 GAL GAS WATER HEATER REPLA...","11500","","KRAUS & COMPANY JETTING INC","AH:2004150837230161"
"CMIS20-00037","04/14/2020","04/15/2020","04/16/2020","10/07/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","VAN VOORHIS SUBDIVISION","8101 RALSTON RD","City Hall (Main) Lighting main...","69000","","Northwest Edison","ECON:200414100310590"
"CMIS20-00038","04/14/2020","06/18/2020","06/18/2020","","04/05/2021","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","Arvada Col. Ter.","5690 WEBSTER ST","Olde Town Street & Parking Lig...","6200","","Northwest Edison","ECON:200414101700726"
"CMIS20-00036","04/10/2020","04/14/2020","04/16/2020","10/07/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","6750 DUNRAVEN ST","Ralston Water Treatment Plant ...","120000","","Northwest Edison","ECON:200410125441799"
"CMIS20-00033","04/03/2020","04/03/2020","04/06/2020","04/22/2020","10/19/2020","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","RALSTON MINOR SUBDIVISION","9630 RALSTON RD","Service Upgrade","3500","","KELLY ELECTRICAL SERVICES","ECON:200403073431263"
"CMIS20-00034","04/03/2020","04/06/2020","04/06/2020","10/07/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","6844 WEST WOODS CIR","Westwoods Golf Maintenance Bld...","6000","","Northwest Edison","ECON:200403012340732"
"CMIS20-00035","04/03/2020","04/20/2020","04/28/2020","10/07/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","8600 WADSWORTH BLVD C","Lake Arbor Golf Cart & Maint. ...","5333.95","","Northwest Edison","ECON:200403013119814"
"CMIS20-00030","04/02/2020","04/03/2020","04/06/2020","10/07/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","SUNDSTRAND FLUID HANDLING COMP...","6701 INDIANA ST","Indian Shops Lighting maintena...","120000","","Northwest Edison","ECON:200402115103944"
"CMIS20-00031","04/02/2020","04/03/2020","04/06/2020","","04/20/2021","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","OGILVIE SUBDIVISION","8001 RALSTON RD","City Hall Annex Lighting maint...","4900","","Northwest Edison","ECON:200402120746988"
"CMIS20-00032","04/02/2020","04/03/2020","04/06/2020","10/07/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","18001 W 77TH DR","Arvada Water Treatment Plant L...","26400","","Northwest Edison","ECON:200402022734460"
"CMIS20-00027","03/31/2020","03/31/2020","03/31/2020","","11/25/2020","COMMMISC","MECHANICAL","EXPIRED","ARBOR PLACE SUBDIVISION","7828 VANCE DR","REPLACE 2 ROOFTOP UNITS LIKE F...","15767","","TOLIN MECHANICAL SYSTEMS CO","AH:2003311015080544"
"CMIS20-00028","03/31/2020","04/03/2020","04/06/2020","10/22/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","6901 WADSWORTH BLVD","Arvada (Art) Center Bldg Light...","106758","","Northwest Edison","ECON:200331024336318"
"CMIS20-00024","03/23/2020","03/27/2020","04/09/2020","06/25/2020","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","CANDELAS COMMERCIAL FILING NO....","9159 KENDRICK ST","hooking up (4) AMTS and (1) af...","0","","GOLDEN VALLEY ELECTRICAL INC","ECON:200323080445296"
"CMIS20-00023","03/12/2020","03/12/2020","08/03/2020","","01/30/2021","COMMMISC","PLUMBING","EXPIRED","HIGHLAND HOMES SUBDIVISION","9605 W 57TH PL","WATER HEATER 40 GAL 40K BTU LI...","2730","","GOLDEN WEST PLUMBING HEATING &...","DRO:2003121222241053"
"CMIS20-00021","03/11/2020","03/11/2020","03/16/2020","","10/13/2020","COMMMISC","PLUMBING","EXPIRED","ARVADA MARKETPLACE FILING NO. ...","7490 W 52ND AVE","WATER HEATER 65 GAL 370K BTU L...","14400","","KRAUS & COMPANY JETTING INC","DRO:2003110214511490"
"CMIS20-00022","03/11/2020","03/12/2020","03/12/2020","05/07/2020","","COMMMISC","MECHANICAL","FINALED","MARCELLA MANOR","6555 SCHNEIDER WAY","BOILER REPLACEMENT-IN EXISTING...","272000","","ADVANCED HYDRONICS INC","DRO:2003110250571617"
"CMIS20-00020","03/10/2020","05/01/2020","06/16/2020","06/24/2020","","COMMMISC","MECHANICAL","FINALED","","8600 WADSWORTH BLVD A","GOLF COURSE HVAC IMPROVEMENTS","82500","","ELITE REFRIGERATION LLC","AH:2003101043570580"
"CMIS20-00019","03/09/2020","03/09/2020","03/09/2020","","09/08/2020","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","9575 YUCCA CT","60 AMP 120/240 SINGLE PH MTR P...","2750","","VENTURA ELECTRIC INC","DRO:2003090939340518"
"CMIS20-00017","03/03/2020","03/05/2020","03/05/2020","03/10/2020","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","PLAZA WEST FILING NO. ONE - RE...","11651 W 64TH AVE B2","Add circuits for lighting and ...","2100","","","DMCP:200303012226477"
"CMIS20-00016","03/02/2020","03/02/2020","03/02/2020","04/27/2020","","COMMMISC","PLUMBING","FINALED","","13150 W 72ND AVE","WATER STORAGE TANK REPLACEMENT","39020","","BUILDING TECHNOLOGY SYSTEMS","DRO:2003020403331930"
"CMIS20-00014","02/28/2020","02/28/2020","02/28/2020","03/06/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","6440 W 56TH PL","CHANGE OUT METER PANEL, 2 NEW ...","3000","","WEIMER ELECTRIC","AH:2002281226071009"
"CMIS20-00015","02/28/2020","02/28/2020","03/02/2020","11/24/2020","","COMMMISC","MECHANICAL","FINALED","RALSTON STATION FILING NO. 7","11702 RALSTON RD","2 - 140K RTU REPLACEMENT","5680","","AVALANCHE A/C & HTG dba AVALAN...","AH:2002280411481950"
"ADU20-00008","02/25/2020","07/06/2020","07/07/2020","03/24/2022","","ADU","A","FINALED","OBERON","9365 OBERON RD B","new detached 600 sf adu","75000","03/24/2022","BOURN GREEN LLC","ECON:200225124547648"
"CMIS20-00011","02/25/2020","06/25/2020","06/25/2020","08/25/2020","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","8110 VANCE DR","CITY PROJECT 3 POLE LIGHTS AND...","226858","","KIRK ELECTRIC LLC","AH:2002251117180925"
"CMIS20-00012","02/25/2020","07/02/2020","07/06/2020","07/10/2020","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","6679 BALSAM ST","NEW METER PEDESTAL AND 15A BRA...","3750","","CONSTANT ELECTRIC SERVICE LLC","AH:2002250335302216"
"CMIS20-00013","02/25/2020","02/25/2020","02/25/2020","","09/13/2020","COMMMISC","PLUMBING","EXPIRED","Arvada Col. Ter.","5760 WADSWORTH BLVD","REPLACE (2) RINNAI TANKLESS WA...","8075","","LAKEWOOD PLUMBING LLC","DRO:2002250436132394"
"CMIS20-00010","02/24/2020","02/24/2020","02/24/2020","03/13/2020","","COMMMISC","PLUMBING","FINALED","ARVADA FAMILY HEALTH CARE CENT...","7950 KIPLING ST 102","SINK WITH UNDERSINK INJECTION","3000","","FRONTLINE PLUMBING & DESIGN","DRO:2002241021160837"
"CMIS20-00009","02/19/2020","02/24/2020","03/03/2020","03/13/2020","","COMMMISC","MECHANICAL","FINALED","","6440 W 56TH PL","2-AC 2 TON5 TON  2-FURANCE 70K...","19276","","ALLEN'S HEATING A/C & SM INC","DRO:2002191235511740"
"CMIS20-00008","02/18/2020","03/03/2020","03/05/2020","05/08/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","WILLOW INDUSTRIAL PARK","5861 TENNYSON ST","NEW 3200 AMP SERVICE","364000","","PIPER ELECTRIC CO INC","AH:2002181110291043"
"ADU20-00007","02/15/2020","02/24/2020","02/24/2020","06/30/2020","","ADU C","","FINALED","LEYDEN ROCK SUBDIVISION FILING...","17671 W 83RD PL","Basement Family Dwelling","4500","","Kevin Lockwood","EPRS:200215040654582"
"CMIS20-00007","02/12/2020","02/12/2020","02/12/2020","02/24/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","THE MEADOWS CENTRE A PLANNED U...","8250 W 80TH AVE 6","9 OUTLETS W/ 9 CIRCUITS","2000","","GOLDEN VALLEY ELECTRICAL INC","AH:2002121037290981"
"CMIS20-00006","02/05/2020","02/05/2020","02/05/2020","02/11/2020","","COMMERCIAL ELECTRICAL","CONSTRUCTION METER","FINALED","ARVADA ENERGY CENTER -  AMENDM...","12650 W 54TH DR","TEMP METER - 200 AMP","500","","OMNI CONSTRUCTION SERVICES","DRO:2002051116100908"
"ADU20-00004","01/30/2020","02/03/2020","02/03/2020","","09/19/2020","ADU C","","EXPIRED","LEYDEN ROCK SUBDIVISION FILING...","18896 W 84TH PL","Finish basement, 1 bedroom, 1 ...","29680","","Mark Hammer","EPRS:200130024611067"
"ADU20-00002","01/28/2020","01/28/2020","01/28/2020","04/07/2022","","ADU C","","FINALED","STONEFIELD ESTATES FILING No. ...","11553 W 73RD DR","BASEMENT FINISH WALKOUT WITH R...","56064.56","","BARNARD JOHN F","DRO:2001280138262011"
"CHG20-00002","01/24/2020","02/04/2020","03/05/2020","03/06/2020","","CHANGE OF USE","","CO ISSUED","PLAZA WEST FILING NO. ONE - RE...","11651 W 64TH AVE B2","INTO FITNESS SPACE","0","","","AH:2001241017440801"
"CMIS20-00003","01/21/2020","01/21/2020","01/21/2020","","07/19/2020","COMMMISC","PLUMBING","EXPIRED","ARVADA WEST TOWN CENTER FIRST ...","14575 W 64TH AVE","(2) TANKLESS WATER HEATERS-199...","8372.49","","COLORADO MOUNTAIN MECHANICAL","DRO:2001211155561195"
"CMIS20-00004","01/21/2020","01/21/2020","01/21/2020","","07/19/2020","COMMMISC","PLUMBING","EXPIRED","ARVADA RIDGE","5095 KIPLING ST","(2) TANKLESS WATER HEATERS - 1...","7977.33","","COLORADO MOUNTAIN MECHANICAL","DRO:2001211256091432"
"ADU20-00001","01/20/2020","01/30/2020","02/21/2020","06/12/2020","12/09/2020","ADU C","","FINALED","SCENIC HEIGHTS","6321 ZEPHYR ST","Basement Finish (After the Fac...","2336","","Sevve Stember","EPRS:200120062230210"
"CMIS20-00002","01/15/2020","01/15/2020","01/15/2020","07/13/2020","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","ARVADA GARDENS","6021 YARROW ST A3","Replace 1-100-amp panel in own...","1700","","ELECTRICALL LLC","ECON:200115091301473"
"CMIS20-00001","01/13/2020","01/13/2020","01/13/2020","","07/11/2020","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","2ND REPLAT OF LOT 4 NORTH PARK...","6510 WADSWORTH BLVD","800 AMPS SERVICE CHANGE","40000","","","DRO:2001131155440756"
"CHG20-00001","01/03/2020","01/03/2020","01/03/2020","01/03/2020","","CHANGE OF USE","","CO ISSUED","2ND REPLAT OF LOT 4 NORTH PARK...","6510 WADSWORTH BLVD","SPORTLINE","0","","","DMCP:200103030906411"
"ADU19-00042","12/24/2019","01/06/2020","01/06/2020","06/04/2020","12/01/2020","ADU C","","FINALED","WOODFORK SUBDIVISION FILING NO...","6950 W 60TH AVE","basement finish","53025","","BAKER BUILDERS LLC","ECON:191224093043551"
"CMIS19-00090","11/08/2019","03/12/2020","03/19/2020","","09/15/2020","COMMMISC","MECHANICAL","EXPIRED","WILLOW INDUSTRIAL PARK","5861 TENNYSON ST","PRIORITY PLASTICS PROCESS CHIL...","137427","","TOLIN MECHANICAL SYSTEMS CO","AH:1911081124000624"
"CMIS19-00084","10/16/2019","10/18/2019","06/23/2020","07/23/2020","","COMMMISC","MECHANICAL","FINALED","LAKE ARBOR FILING NO. 1","7451 W 83RD WAY","LAKE ARBOR POOL HOUSE HVAC SYS...","65831.75","","HOLBROOK SERVICE","CP:1910160156101831"
